"#12V motor run at 12V, 60 seconds, x axis",
Time - Voltage - Voltage_0,Amplitude - Voltage - Voltage_0
11.442333,-1.872m
11.442667,-4.419m
11.443,-4.419m
11.443333,-598.5u
11.443667,1.949m
11.444,3.222m
11.444333,-598.5u
11.444667,675.1u
11.445,-1.872m
11.445333,-1.872m
11.445667,3.222m
11.446,3.222m
11.446333,5.769m
11.446667,4.496m
11.447,3.222m
11.447333,675.1u
11.447667,675.1u
11.448,3.222m
11.448333,7.043m
11.448667,7.043m
11.449,1.949m
11.449333,3.222m
11.449667,-1.872m
11.45,-1.872m
11.450333,675.1u
11.450667,675.1u
11.451,3.222m
11.451333,675.1u
11.451667,-3.146m
11.452,-4.419m
11.452333,675.1u
11.452667,-598.5u
11.453,1.949m
11.453333,1.949m
11.453667,-1.872m
11.454,-598.5u
11.454333,-5.693m
11.454667,-1.872m
11.455,675.1u
11.455333,675.1u
11.455667,1.949m
11.456,1.949m
11.456333,-1.872m
11.456667,-5.693m
11.457,-5.693m
11.457333,-5.693m
11.457667,-3.146m
11.458,-1.872m
11.458333,675.1u
11.458667,-598.5u
11.459,-1.872m
11.459333,-598.5u
11.459667,-5.693m
11.46,-3.146m
11.460333,1.949m
11.460667,1.949m
11.461,5.769m
11.461333,5.769m
11.461667,4.496m
11.462,3.222m
11.462333,675.1u
11.462667,1.949m
11.463,3.222m
11.463333,3.222m
11.463667,7.043m
11.464,7.043m
11.464333,1.949m
11.464667,1.949m
11.465,-1.872m
11.465333,-1.872m
11.465667,-598.5u
11.466,3.222m
11.466333,3.222m
11.466667,675.1u
11.467,675.1u
11.467333,-1.872m
11.467667,-3.146m
11.468,675.1u
11.468333,3.222m
11.468667,3.222m
11.469,3.222m
11.469333,-3.146m
11.469667,-4.419m
11.47,-598.5u
11.470333,-5.693m
11.470667,675.1u
11.471,675.1u
11.471333,-3.146m
11.471667,-3.146m
11.472,-6.966m
11.472333,-3.146m
11.472667,-1.872m
11.473,675.1u
11.473333,1.949m
11.473667,3.222m
11.474,-3.146m
11.474333,-4.419m
11.474667,-598.5u
11.475,675.1u
11.475333,3.222m
11.475667,3.222m
11.476,1.949m
11.476333,675.1u
11.476667,-598.5u
11.477,-1.872m
11.477333,1.949m
11.477667,3.222m
11.478,7.043m
11.478333,3.222m
11.478667,3.222m
11.479,675.1u
11.479333,675.1u
11.479667,1.949m
11.48,1.949m
11.480333,4.496m
11.480667,4.496m
11.481,675.1u
11.481333,675.1u
11.481667,675.1u
11.482,675.1u
11.482333,3.222m
11.482667,1.949m
11.483,-598.5u
11.483333,-598.5u
11.483667,-4.419m
11.484,-3.146m
11.484333,-598.5u
11.484667,-1.872m
11.485,1.949m
11.485333,-1.872m
11.485667,-1.872m
11.486,-5.693m
11.486333,-1.872m
11.486667,-1.872m
11.487,675.1u
11.487333,-1.872m
11.487667,-3.146m
11.488,-5.693m
11.488333,-5.693m
11.488667,-1.872m
11.489,-1.872m
11.489333,1.949m
11.489667,-598.5u
11.49,-598.5u
11.490333,-3.146m
11.490667,-1.872m
11.491,1.949m
11.491333,1.949m
11.491667,4.496m
11.492,3.222m
11.492333,3.222m
11.492667,675.1u
11.493,675.1u
11.493333,3.222m
11.493667,3.222m
11.494,4.496m
11.494333,3.222m
11.494667,3.222m
11.495,675.1u
11.495333,-1.872m
11.495667,3.222m
11.496,1.949m
11.496333,4.496m
11.496667,4.496m
11.497,1.949m
11.497333,1.949m
11.497667,-3.146m
11.498,-3.146m
11.498333,675.1u
11.498667,1.949m
11.499,-1.872m
11.499333,-1.872m
11.499667,-3.146m
11.5,-4.419m
11.500333,-598.5u
11.500667,-1.872m
11.501,1.949m
11.501333,675.1u
11.501667,-3.146m
11.502,-3.146m
11.502333,-4.419m
11.502667,-4.419m
11.503,-1.872m
11.503333,1.949m
11.503667,675.1u
11.504,-598.5u
11.504333,-5.693m
11.504667,-4.419m
11.505,-1.872m
11.505333,675.1u
11.505667,-1.872m
11.506,1.949m
11.506333,-598.5u
11.506667,-3.146m
11.507,-1.872m
11.507333,1.949m
11.507667,1.949m
11.508,5.769m
11.508333,8.316m
11.508667,3.222m
11.509,3.222m
11.509333,675.1u
11.509667,675.1u
11.51,5.769m
11.510333,7.043m
11.510667,3.222m
11.511,3.222m
11.511333,-598.5u
11.511667,3.222m
11.512,675.1u
11.512333,4.496m
11.512667,3.222m
11.513,675.1u
11.513333,675.1u
11.513667,-3.146m
11.514,-4.419m
11.514333,-598.5u
11.514667,-1.872m
11.515,-1.872m
11.515333,-1.872m
11.515667,-5.693m
11.516,-4.419m
11.516333,-1.872m
11.516667,675.1u
11.517,1.949m
11.517333,-1.872m
11.517667,-1.872m
11.518,-5.693m
11.518333,-6.966m
11.518667,-3.146m
11.519,-3.146m
11.519333,-1.872m
11.519667,-1.872m
11.52,-3.146m
11.520333,-5.693m
11.520667,-1.872m
11.521,-598.5u
11.521333,1.949m
11.521667,1.949m
11.522,-4.419m
11.522333,-3.146m
11.522667,675.1u
11.523,675.1u
11.523333,1.949m
11.523667,3.222m
11.524,3.222m
11.524333,1.949m
11.524667,3.222m
11.525,3.222m
11.525333,3.222m
11.525667,7.043m
11.526,8.316m
11.526333,3.222m
11.526667,3.222m
11.527,-1.872m
11.527333,675.1u
11.527667,3.222m
11.528,3.222m
11.528333,675.1u
11.528667,1.949m
11.529,-3.146m
11.529333,-598.5u
11.529667,-598.5u
11.53,1.949m
11.530333,1.949m
11.530667,-598.5u
11.531,-4.419m
11.531333,-3.146m
11.531667,-598.5u
11.532,-598.5u
11.532333,3.222m
11.532667,-1.872m
11.533,-1.872m
11.533333,-4.419m
11.533667,-4.419m
11.534,-3.146m
11.534333,-598.5u
11.534667,675.1u
11.535,-1.872m
11.535333,-1.872m
11.535667,-4.419m
11.536,-5.693m
11.536333,-1.872m
11.536667,3.222m
11.537,1.949m
11.537333,675.1u
11.537667,-3.146m
11.538,-1.872m
11.538333,1.949m
11.538667,3.222m
11.539,5.769m
11.539333,3.222m
11.539667,1.949m
11.54,-598.5u
11.540333,-598.5u
11.540667,3.222m
11.541,3.222m
11.541333,7.043m
11.541667,7.043m
11.542,3.222m
11.542333,3.222m
11.542667,-1.872m
11.543,-3.146m
11.543333,1.949m
11.543667,4.496m
11.544,3.222m
11.544333,675.1u
11.544667,675.1u
11.545,-3.146m
11.545333,-1.872m
11.545667,-1.872m
11.546,-598.5u
11.546333,1.949m
11.546667,3.222m
11.547,-4.419m
11.547333,-3.146m
11.547667,-3.146m
11.548,-598.5u
11.548333,675.1u
11.548667,1.949m
11.549,-1.872m
11.549333,-1.872m
11.549667,-5.693m
11.55,-1.872m
11.550333,-1.872m
11.550667,1.949m
11.551,1.949m
11.551333,-598.5u
11.551667,-1.872m
11.552,-4.419m
11.552333,-3.146m
11.552667,675.1u
11.553,-598.5u
11.553333,3.222m
11.553667,4.496m
11.554,1.949m
11.554333,-598.5u
11.554667,3.222m
11.555,3.222m
11.555333,675.1u
11.555667,5.769m
11.556,5.769m
11.556333,1.949m
11.556667,1.949m
11.557,-598.5u
11.557333,675.1u
11.557667,1.949m
11.558,3.222m
11.558333,4.496m
11.558667,3.222m
11.559,3.222m
11.559333,1.949m
11.559667,-3.146m
11.56,1.949m
11.560333,675.1u
11.560667,675.1u
11.561,675.1u
11.561333,-1.872m
11.561667,-3.146m
11.562,-3.146m
11.562333,-5.693m
11.562667,-5.693m
11.563,-1.872m
11.563333,675.1u
11.563667,3.222m
11.564,1.949m
11.564333,-1.872m
11.564667,-598.5u
11.565,-4.419m
11.565333,-4.419m
11.565667,-598.5u
11.566,-598.5u
11.566333,1.949m
11.566667,-1.872m
11.567,-1.872m
11.567333,-6.966m
11.567667,-4.419m
11.568,-598.5u
11.568333,-598.5u
11.568667,1.949m
11.569,675.1u
11.569333,1.949m
11.569667,-1.872m
11.57,675.1u
11.570333,4.496m
11.570667,3.222m
11.571,8.316m
11.571333,7.043m
11.571667,4.496m
11.572,3.222m
11.572333,675.1u
11.572667,675.1u
11.573,7.043m
11.573333,5.769m
11.573667,3.222m
11.574,675.1u
11.574333,675.1u
11.574667,-3.146m
11.575,-4.419m
11.575333,1.949m
11.575667,1.949m
11.576,675.1u
11.576333,-1.872m
11.576667,-598.5u
11.577,-3.146m
11.577333,-4.419m
11.577667,675.1u
11.578,1.949m
11.578333,3.222m
11.578667,-598.5u
11.579,-5.693m
11.579333,-4.419m
11.579667,-5.693m
11.58,-1.872m
11.580333,-3.146m
11.580667,675.1u
11.581,675.1u
11.581333,-3.146m
11.581667,-1.872m
11.582,-3.146m
11.582333,-5.693m
11.582667,-598.5u
11.583,-1.872m
11.583333,3.222m
11.583667,675.1u
11.584,675.1u
11.584333,-1.872m
11.584667,1.949m
11.585,3.222m
11.585333,5.769m
11.585667,5.769m
11.586,3.222m
11.586333,3.222m
11.586667,-598.5u
11.587,675.1u
11.587333,3.222m
11.587667,3.222m
11.588,5.769m
11.588333,4.496m
11.588667,1.949m
11.589,1.949m
11.589333,-598.5u
11.589667,-1.872m
11.59,675.1u
11.590333,3.222m
11.590667,3.222m
11.591,675.1u
11.591333,1.949m
11.591667,-3.146m
11.592,-4.419m
11.592333,-3.146m
11.592667,-598.5u
11.593,3.222m
11.593333,1.949m
11.593667,675.1u
11.594,-1.872m
11.594333,-4.419m
11.594667,-4.419m
11.595,-1.872m
11.595333,-1.872m
11.595667,-1.872m
11.596,-598.5u
11.596333,-3.146m
11.596667,-5.693m
11.597,-1.872m
11.597333,675.1u
11.597667,1.949m
11.598,1.949m
11.598333,-1.872m
11.598667,-598.5u
11.599,-598.5u
11.599333,-3.146m
11.599667,-3.146m
11.6,675.1u
11.600333,675.1u
11.600667,4.496m
11.601,1.949m
11.601333,1.949m
11.601667,-598.5u
11.602,-598.5u
11.602333,3.222m
11.602667,4.496m
11.603,1.949m
11.603333,3.222m
11.603667,3.222m
11.604,-1.872m
11.604333,-598.5u
11.604667,3.222m
11.605,3.222m
11.605333,675.1u
11.605667,1.949m
11.606,675.1u
11.606333,-1.872m
11.606667,-1.872m
11.607,1.949m
11.607333,3.222m
11.607667,1.949m
11.608,-598.5u
11.608333,675.1u
11.608667,-3.146m
11.609,-4.419m
11.609333,-1.872m
11.609667,-1.872m
11.61,675.1u
11.610333,675.1u
11.610667,-3.146m
11.611,-1.872m
11.611333,-5.693m
11.611667,-4.419m
11.612,-1.872m
11.612333,1.949m
11.612667,1.949m
11.613,-598.5u
11.613333,-1.872m
11.613667,-3.146m
11.614,-3.146m
11.614333,-598.5u
11.614667,675.1u
11.615,3.222m
11.615333,-1.872m
11.615667,-3.146m
11.616,-3.146m
11.616333,-1.872m
11.616667,1.949m
11.617,4.496m
11.617333,5.769m
11.617667,3.222m
11.618,3.222m
11.618333,-598.5u
11.618667,3.222m
11.619,4.496m
11.619333,3.222m
11.619667,3.222m
11.62,3.222m
11.620333,-1.872m
11.620667,-598.5u
11.621,-3.146m
11.621333,3.222m
11.621667,3.222m
11.622,3.222m
11.622333,3.222m
11.622667,-4.419m
11.623,-5.693m
11.623333,-598.5u
11.623667,-598.5u
11.624,3.222m
11.624333,675.1u
11.624667,-598.5u
11.625,675.1u
11.625333,-4.419m
11.625667,-4.419m
11.626,-598.5u
11.626333,1.949m
11.626667,1.949m
11.627,-3.146m
11.627333,-1.872m
11.627667,-4.419m
11.628,-3.146m
11.628333,-598.5u
11.628667,-598.5u
11.629,3.222m
11.629333,3.222m
11.629667,1.949m
11.63,-598.5u
11.630333,-3.146m
11.630667,-598.5u
11.631,675.1u
11.631333,4.496m
11.631667,4.496m
11.632,3.222m
11.632333,1.949m
11.632667,-598.5u
11.633,3.222m
11.633333,3.222m
11.633667,5.769m
11.634,4.496m
11.634333,1.949m
11.634667,3.222m
11.635,-598.5u
11.635333,3.222m
11.635667,3.222m
11.636,4.496m
11.636333,675.1u
11.636667,1.949m
11.637,-598.5u
11.637333,675.1u
11.637667,-1.872m
11.638,3.222m
11.638333,1.949m
11.638667,-1.872m
11.639,-1.872m
11.639333,-5.693m
11.639667,-4.419m
11.64,675.1u
11.640333,-1.872m
11.640667,1.949m
11.641,1.949m
11.641333,-1.872m
11.641667,-1.872m
11.642,-5.693m
11.642333,-1.872m
11.642667,675.1u
11.643,-598.5u
11.643333,-3.146m
11.643667,-598.5u
11.644,-4.419m
11.644333,-5.693m
11.644667,-1.872m
11.645,-1.872m
11.645333,675.1u
11.645667,1.949m
11.646,1.949m
11.646333,675.1u
11.646667,-598.5u
11.647,675.1u
11.647333,5.769m
11.647667,7.043m
11.648,3.222m
11.648333,3.222m
11.648667,675.1u
11.649,675.1u
11.649333,3.222m
11.649667,3.222m
11.65,5.769m
11.650333,7.043m
11.650667,3.222m
11.651,675.1u
11.651333,-1.872m
11.651667,1.949m
11.652,1.949m
11.652333,4.496m
11.652667,3.222m
11.653,1.949m
11.653333,675.1u
11.653667,-3.146m
11.654,-598.5u
11.654333,-1.872m
11.654667,3.222m
11.655,675.1u
11.655333,-1.872m
11.655667,-1.872m
11.656,-5.693m
11.656333,-1.872m
11.656667,1.949m
11.657,1.949m
11.657333,-3.146m
11.657667,-1.872m
11.658,-6.966m
11.658333,-5.693m
11.658667,-3.146m
11.659,-1.872m
11.659333,-1.872m
11.659667,-1.872m
11.66,-5.693m
11.660333,-5.693m
11.660667,-1.872m
11.661,1.949m
11.661333,1.949m
11.661667,1.949m
11.662,-3.146m
11.662333,-1.872m
11.662667,1.949m
11.663,3.222m
11.663333,5.769m
11.663667,4.496m
11.664,3.222m
11.664333,675.1u
11.664667,675.1u
11.665,3.222m
11.665333,3.222m
11.665667,8.316m
11.666,4.496m
11.666333,3.222m
11.666667,-1.872m
11.667,1.949m
11.667333,1.949m
11.667667,3.222m
11.668,3.222m
11.668333,1.949m
11.668667,-3.146m
11.669,-3.146m
11.669333,-1.872m
11.669667,-1.872m
11.67,3.222m
11.670333,675.1u
11.670667,675.1u
11.671,-4.419m
11.671333,-4.419m
11.671667,3.222m
11.672,3.222m
11.672333,-598.5u
11.672667,-1.872m
11.673,-1.872m
11.673333,-1.872m
11.673667,-1.872m
11.674,675.1u
11.674333,675.1u
11.674667,-1.872m
11.675,-1.872m
11.675333,-3.146m
11.675667,-1.872m
11.676,-1.872m
11.676333,1.949m
11.676667,1.949m
11.677,-598.5u
11.677333,-598.5u
11.677667,-3.146m
11.678,-1.872m
11.678333,1.949m
11.678667,3.222m
11.679,4.496m
11.679333,3.222m
11.679667,3.222m
11.68,1.949m
11.680333,675.1u
11.680667,1.949m
11.681,5.769m
11.681333,7.043m
11.681667,3.222m
11.682,3.222m
11.682333,-1.872m
11.682667,-1.872m
11.683,675.1u
11.683333,3.222m
11.683667,3.222m
11.684,675.1u
11.684333,675.1u
11.684667,-3.146m
11.685,-3.146m
11.685333,675.1u
11.685667,675.1u
11.686,3.222m
11.686333,1.949m
11.686667,675.1u
11.687,-598.5u
11.687333,-3.146m
11.687667,-3.146m
11.688,-598.5u
11.688333,-598.5u
11.688667,3.222m
11.689,-3.146m
11.689333,-1.872m
11.689667,-1.872m
11.69,-3.146m
11.690333,-1.872m
11.690667,675.1u
11.691,1.949m
11.691333,-1.872m
11.691667,-1.872m
11.692,-3.146m
11.692333,-3.146m
11.692667,-3.146m
11.693,675.1u
11.693333,3.222m
11.693667,3.222m
11.694,3.222m
11.694333,675.1u
11.694667,675.1u
11.695,3.222m
11.695333,3.222m
11.695667,1.949m
11.696,3.222m
11.696333,3.222m
11.696667,675.1u
11.697,-598.5u
11.697333,3.222m
11.697667,3.222m
11.698,3.222m
11.698333,3.222m
11.698667,675.1u
11.699,675.1u
11.699333,-1.872m
11.699667,-1.872m
11.7,-598.5u
11.700333,-598.5u
11.700667,675.1u
11.701,-1.872m
11.701333,-3.146m
11.701667,-3.146m
11.702,-4.419m
11.702333,-598.5u
11.702667,-1.872m
11.703,1.949m
11.703333,1.949m
11.703667,-6.966m
11.704,-5.693m
11.704333,-1.872m
11.704667,-3.146m
11.705,1.949m
11.705333,675.1u
11.705667,-1.872m
11.706,-3.146m
11.706333,-3.146m
11.706667,-598.5u
11.707,3.222m
11.707333,1.949m
11.707667,-598.5u
11.708,675.1u
11.708333,-3.146m
11.708667,-1.872m
11.709,1.949m
11.709333,3.222m
11.709667,3.222m
11.71,5.769m
11.710333,3.222m
11.710667,4.496m
11.711,675.1u
11.711333,675.1u
11.711667,3.222m
11.712,5.769m
11.712333,3.222m
11.712667,3.222m
11.713,-598.5u
11.713333,-1.872m
11.713667,1.949m
11.714,675.1u
11.714333,3.222m
11.714667,3.222m
11.715,675.1u
11.715333,675.1u
11.715667,-4.419m
11.716,-4.419m
11.716333,-598.5u
11.716667,3.222m
11.717,1.949m
11.717333,1.949m
11.717667,-1.872m
11.718,-4.419m
11.718333,-4.419m
11.718667,-5.693m
11.719,-3.146m
11.719333,-1.872m
11.719667,-3.146m
11.72,-3.146m
11.720333,-5.693m
11.720667,-6.966m
11.721,-598.5u
11.721333,-1.872m
11.721667,1.949m
11.722,1.949m
11.722333,-1.872m
11.722667,-1.872m
11.723,-5.693m
11.723333,-598.5u
11.723667,675.1u
11.724,3.222m
11.724333,3.222m
11.724667,3.222m
11.725,1.949m
11.725333,1.949m
11.725667,675.1u
11.726,3.222m
11.726333,3.222m
11.726667,7.043m
11.727,7.043m
11.727333,3.222m
11.727667,3.222m
11.728,675.1u
11.728333,3.222m
11.728667,3.222m
11.729,5.769m
11.729333,5.769m
11.729667,3.222m
11.73,675.1u
11.730333,675.1u
11.730667,-3.146m
11.731,-1.872m
11.731333,3.222m
11.731667,3.222m
11.732,-1.872m
11.732333,-1.872m
11.732667,-3.146m
11.733,-3.146m
11.733333,-1.872m
11.733667,-3.146m
11.734,3.222m
11.734333,675.1u
11.734667,-1.872m
11.735,-1.872m
11.735333,-6.966m
11.735667,-6.966m
11.736,-3.146m
11.736333,-3.146m
11.736667,675.1u
11.737,675.1u
11.737333,-1.872m
11.737667,-1.872m
11.738,-4.419m
11.738333,-5.693m
11.738667,-1.872m
11.739,-1.872m
11.739333,3.222m
11.739667,3.222m
11.74,1.949m
11.740333,1.949m
11.740667,-1.872m
11.741,1.949m
11.741333,3.222m
11.741667,7.043m
11.742,3.222m
11.742333,675.1u
11.742667,3.222m
11.743,3.222m
11.743333,3.222m
11.743667,5.769m
11.744,4.496m
11.744333,5.769m
11.744667,1.949m
11.745,-1.872m
11.745333,1.949m
11.745667,1.949m
11.746,3.222m
11.746333,3.222m
11.746667,3.222m
11.747,3.222m
11.747333,-3.146m
11.747667,-598.5u
11.748,-3.146m
11.748333,675.1u
11.748667,-598.5u
11.749,3.222m
11.749333,-1.872m
11.749667,-1.872m
11.75,-4.419m
11.750333,-3.146m
11.750667,-4.419m
11.751,-1.872m
11.751333,1.949m
11.751667,-1.872m
11.752,-1.872m
11.752333,-5.693m
11.752667,-4.419m
11.753,-598.5u
11.753333,-598.5u
11.753667,1.949m
11.754,-598.5u
11.754333,-598.5u
11.754667,-1.872m
11.755,-598.5u
11.755333,675.1u
11.755667,3.222m
11.756,4.496m
11.756333,1.949m
11.756667,3.222m
11.757,675.1u
11.757333,3.222m
11.757667,3.222m
11.758,5.769m
11.758333,3.222m
11.758667,4.496m
11.759,675.1u
11.759333,3.222m
11.759667,3.222m
11.76,3.222m
11.760333,3.222m
11.760667,675.1u
11.761,-4.419m
11.761333,-3.146m
11.761667,-598.5u
11.762,-598.5u
11.762333,3.222m
11.762667,3.222m
11.763,-598.5u
11.763333,-3.146m
11.763667,-3.146m
11.764,-1.872m
11.764333,-1.872m
11.764667,675.1u
11.765,1.949m
11.765333,-598.5u
11.765667,-4.419m
11.766,-4.419m
11.766333,-4.419m
11.766667,1.949m
11.767,675.1u
11.767333,-1.872m
11.767667,-598.5u
11.768,-3.146m
11.768333,-3.146m
11.768667,-1.872m
11.769,-1.872m
11.769333,1.949m
11.769667,3.222m
11.77,-598.5u
11.770333,-3.146m
11.770667,-3.146m
11.771,675.1u
11.771333,4.496m
11.771667,5.769m
11.772,3.222m
11.772333,3.222m
11.772667,675.1u
11.773,675.1u
11.773333,3.222m
11.773667,3.222m
11.774,5.769m
11.774333,7.043m
11.774667,7.043m
11.775,-598.5u
11.775333,-598.5u
11.775667,1.949m
11.776,675.1u
11.776333,3.222m
11.776667,3.222m
11.777,675.1u
11.777333,675.1u
11.777667,-4.419m
11.778,-4.419m
11.778333,-1.872m
11.778667,-1.872m
11.779,1.949m
11.779333,-1.872m
11.779667,-4.419m
11.78,-5.693m
11.780333,-598.5u
11.780667,-598.5u
11.781,3.222m
11.781333,1.949m
11.781667,-3.146m
11.782,-6.966m
11.782333,-5.693m
11.782667,-4.419m
11.783,-598.5u
11.783333,675.1u
11.783667,-1.872m
11.784,-1.872m
11.784333,-3.146m
11.784667,-598.5u
11.785,1.949m
11.785333,3.222m
11.785667,675.1u
11.786,675.1u
11.786333,-1.872m
11.786667,1.949m
11.787,3.222m
11.787333,5.769m
11.787667,4.496m
11.788,3.222m
11.788333,4.496m
11.788667,1.949m
11.789,675.1u
11.789333,3.222m
11.789667,3.222m
11.79,7.043m
11.790333,5.769m
11.790667,3.222m
11.791,675.1u
11.791333,1.949m
11.791667,-598.5u
11.792,3.222m
11.792333,4.496m
11.792667,1.949m
11.793,675.1u
11.793333,-3.146m
11.793667,-3.146m
11.794,-3.146m
11.794333,1.949m
11.794667,3.222m
11.795,-3.146m
11.795333,675.1u
11.795667,-598.5u
11.796,-1.872m
11.796333,1.949m
11.796667,1.949m
11.797,-1.872m
11.797333,-4.419m
11.797667,-3.146m
11.798,-1.872m
11.798333,-3.146m
11.798667,675.1u
11.799,-4.419m
11.799333,-5.693m
11.799667,-5.693m
11.8,-3.146m
11.800333,675.1u
11.800667,1.949m
11.801,-598.5u
11.801333,-598.5u
11.801667,-3.146m
11.802,-3.146m
11.802333,1.949m
11.802667,5.769m
11.803,5.769m
11.803333,3.222m
11.803667,3.222m
11.804,675.1u
11.804333,3.222m
11.804667,3.222m
11.805,4.496m
11.805333,7.043m
11.805667,3.222m
11.806,3.222m
11.806333,-598.5u
11.806667,-1.872m
11.807,1.949m
11.807333,675.1u
11.807667,4.496m
11.808,675.1u
11.808333,675.1u
11.808667,-3.146m
11.809,-598.5u
11.809333,3.222m
11.809667,3.222m
11.81,3.222m
11.810333,675.1u
11.810667,675.1u
11.811,-4.419m
11.811333,-4.419m
11.811667,3.222m
11.812,1.949m
11.812333,675.1u
11.812667,-1.872m
11.813,-1.872m
11.813333,-4.419m
11.813667,-4.419m
11.814,-1.872m
11.814333,1.949m
11.814667,-1.872m
11.815,-1.872m
11.815333,-5.693m
11.815667,-6.966m
11.816,-1.872m
11.816333,-598.5u
11.816667,1.949m
11.817,3.222m
11.817333,675.1u
11.817667,675.1u
11.818,-1.872m
11.818333,3.222m
11.818667,3.222m
11.819,3.222m
11.819333,4.496m
11.819667,7.043m
11.82,3.222m
11.820333,-598.5u
11.820667,3.222m
11.821,3.222m
11.821333,5.769m
11.821667,4.496m
11.822,1.949m
11.822333,675.1u
11.822667,-3.146m
11.823,-3.146m
11.823333,1.949m
11.823667,675.1u
11.824,3.222m
11.824333,-1.872m
11.824667,-1.872m
11.825,-4.419m
11.825333,-3.146m
11.825667,-598.5u
11.826,-598.5u
11.826333,1.949m
11.826667,1.949m
11.827,-1.872m
11.827333,-3.146m
11.827667,675.1u
11.828,-1.872m
11.828333,1.949m
11.828667,675.1u
11.829,-1.872m
11.829333,-3.146m
11.829667,-5.693m
11.83,675.1u
11.830333,-598.5u
11.830667,1.949m
11.831,675.1u
11.831333,-598.5u
11.831667,675.1u
11.832,-1.872m
11.832333,-3.146m
11.832667,-3.146m
11.833,3.222m
11.833333,3.222m
11.833667,1.949m
11.834,1.949m
11.834333,-598.5u
11.834667,675.1u
11.835,4.496m
11.835333,3.222m
11.835667,4.496m
11.836,5.769m
11.836333,3.222m
11.836667,3.222m
11.837,3.222m
11.837333,1.949m
11.837667,4.496m
11.838,4.496m
11.838333,675.1u
11.838667,675.1u
11.839,-3.146m
11.839333,-1.872m
11.839667,-3.146m
11.84,1.949m
11.840333,675.1u
11.840667,-1.872m
11.841,-1.872m
11.841333,-3.146m
11.841667,-4.419m
11.842,-598.5u
11.842333,-1.872m
11.842667,1.949m
11.843,675.1u
11.843333,-3.146m
11.843667,-3.146m
11.844,-4.419m
11.844333,-3.146m
11.844667,1.949m
