"#12V motor run at 12V, 60 seconds, x axis",
Time - Voltage - Voltage_0,Amplitude - Voltage - Voltage_0
23.649333,-1.872m
23.649667,-3.146m
23.65,-3.146m
23.650333,675.1u
23.650667,675.1u
23.651,-598.5u
23.651333,-3.146m
23.651667,-3.146m
23.652,675.1u
23.652333,675.1u
23.652667,3.222m
23.653,675.1u
23.653333,-3.146m
23.653667,-3.146m
23.654,-598.5u
23.654333,1.949m
23.654667,3.222m
23.655,4.496m
23.655333,1.949m
23.655667,675.1u
23.656,3.222m
23.656333,3.222m
23.656667,5.769m
23.657,3.222m
23.657333,3.222m
23.657667,675.1u
23.658,675.1u
23.658333,3.222m
23.658667,4.496m
23.659,4.496m
23.659333,1.949m
23.659667,-3.146m
23.66,-3.146m
23.660333,-598.5u
23.660667,675.1u
23.661,1.949m
23.661333,3.222m
23.661667,675.1u
23.662,-3.146m
23.662333,-598.5u
23.662667,-1.872m
23.663,3.222m
23.663333,3.222m
23.663667,-3.146m
23.664,-598.5u
23.664333,-1.872m
23.664667,-1.872m
23.665,675.1u
23.665333,-1.872m
23.665667,-4.419m
23.666,-6.966m
23.666333,-1.872m
23.666667,1.949m
23.667,675.1u
23.667333,-598.5u
23.667667,-3.146m
23.668,-4.419m
23.668333,-598.5u
23.668667,675.1u
23.669,3.222m
23.669333,3.222m
23.669667,1.949m
23.67,675.1u
23.670333,3.222m
23.670667,3.222m
23.671,4.496m
23.671333,5.769m
23.671667,1.949m
23.672,3.222m
23.672333,-598.5u
23.672667,3.222m
23.673,5.769m
23.673333,4.496m
23.673667,3.222m
23.674,675.1u
23.674333,-3.146m
23.674667,-3.146m
23.675,675.1u
23.675333,3.222m
23.675667,4.496m
23.676,3.222m
23.676333,-4.419m
23.676667,-5.693m
23.677,-598.5u
23.677333,-1.872m
23.677667,675.1u
23.678,-598.5u
23.678333,675.1u
23.678667,-3.146m
23.679,-3.146m
23.679333,-1.872m
23.679667,3.222m
23.68,675.1u
23.680333,-1.872m
23.680667,-1.872m
23.681,-4.419m
23.681333,-4.419m
23.681667,-1.872m
23.682,-598.5u
23.682333,1.949m
23.682667,1.949m
23.683,-5.693m
23.683333,-4.419m
23.683667,-1.872m
23.684,675.1u
23.684333,3.222m
23.684667,3.222m
23.685,3.222m
23.685333,3.222m
23.685667,3.222m
23.686,3.222m
23.686333,7.043m
23.686667,7.043m
23.687,3.222m
23.687333,3.222m
23.687667,-598.5u
23.688,-598.5u
23.688333,3.222m
23.688667,3.222m
23.689,1.949m
23.689333,1.949m
23.689667,1.949m
23.69,-3.146m
23.690333,-1.872m
23.690667,3.222m
23.691,3.222m
23.691333,675.1u
23.691667,-1.872m
23.692,-4.419m
23.692333,-4.419m
23.692667,-1.872m
23.693,-1.872m
23.693333,-598.5u
23.693667,-598.5u
23.694,-598.5u
23.694333,-4.419m
23.694667,-3.146m
23.695,1.949m
23.695333,1.949m
23.695667,-1.872m
23.696,-3.146m
23.696333,-6.966m
23.696667,-5.693m
23.697,-3.146m
23.697333,-3.146m
23.697667,675.1u
23.698,-1.872m
23.698333,-1.872m
23.698667,-4.419m
23.699,-4.419m
23.699333,675.1u
23.699667,675.1u
23.7,1.949m
23.700333,675.1u
23.700667,-1.872m
23.701,-1.872m
23.701333,3.222m
23.701667,3.222m
23.702,7.043m
23.702333,3.222m
23.702667,3.222m
23.703,675.1u
23.703333,-1.872m
23.703667,3.222m
23.704,7.043m
23.704333,3.222m
23.704667,3.222m
23.705,-598.5u
23.705333,-1.872m
23.705667,1.949m
23.706,4.496m
23.706333,3.222m
23.706667,675.1u
23.707,-3.146m
23.707333,-3.146m
23.707667,-598.5u
23.708,-1.872m
23.708333,1.949m
23.708667,675.1u
23.709,-1.872m
23.709333,-3.146m
23.709667,-1.872m
23.71,-1.872m
23.710333,3.222m
23.710667,-598.5u
23.711,-1.872m
23.711333,-5.693m
23.711667,-5.693m
23.712,-1.872m
23.712333,-598.5u
23.712667,-1.872m
23.713,-1.872m
23.713333,-4.419m
23.713667,-5.693m
23.714,-3.146m
23.714333,-3.146m
23.714667,1.949m
23.715,1.949m
23.715333,-3.146m
23.715667,-3.146m
23.716,-598.5u
23.716333,675.1u
23.716667,4.496m
23.717,4.496m
23.717333,3.222m
23.717667,675.1u
23.718,3.222m
23.718333,3.222m
23.718667,3.222m
23.719,4.496m
23.719333,3.222m
23.719667,3.222m
23.72,-598.5u
23.720333,675.1u
23.720667,3.222m
23.721,3.222m
23.721333,4.496m
23.721667,1.949m
23.722,1.949m
23.722333,1.949m
23.722667,675.1u
23.723,-598.5u
23.723333,1.949m
23.723667,1.949m
23.724,-598.5u
23.724333,-598.5u
23.724667,-3.146m
23.725,-4.419m
23.725333,-1.872m
23.725667,1.949m
23.726,-598.5u
23.726333,-1.872m
23.726667,-1.872m
23.727,-1.872m
23.727333,-1.872m
23.727667,-3.146m
23.728,-598.5u
23.728333,-3.146m
23.728667,-4.419m
23.729,-4.419m
23.729333,-598.5u
23.729667,675.1u
23.73,1.949m
23.730333,1.949m
23.730667,675.1u
23.731,-598.5u
23.731333,-3.146m
23.731667,-3.146m
23.732,3.222m
23.732333,1.949m
23.732667,1.949m
23.733,3.222m
23.733333,3.222m
23.733667,3.222m
23.734,1.949m
23.734333,7.043m
23.734667,5.769m
23.735,3.222m
23.735333,3.222m
23.735667,3.222m
23.736,-598.5u
23.736333,1.949m
23.736667,4.496m
23.737,1.949m
23.737333,675.1u
23.737667,-1.872m
23.738,-598.5u
23.738333,1.949m
23.738667,675.1u
23.739,1.949m
23.739333,-598.5u
23.739667,-4.419m
23.74,-3.146m
23.740333,-598.5u
23.740667,-1.872m
23.741,1.949m
23.741333,-1.872m
23.741667,-1.872m
23.742,-4.419m
23.742333,-598.5u
23.742667,-1.872m
23.743,675.1u
23.743333,675.1u
23.743667,-1.872m
23.744,-1.872m
23.744333,-3.146m
23.744667,-4.419m
23.745,1.949m
23.745333,3.222m
23.745667,-598.5u
23.746,-1.872m
23.746333,-3.146m
23.746667,-3.146m
23.747,675.1u
23.747333,5.769m
23.747667,1.949m
23.748,1.949m
23.748333,-598.5u
23.748667,1.949m
23.749,1.949m
23.749333,4.496m
23.749667,4.496m
23.75,3.222m
23.750333,675.1u
23.750667,1.949m
23.751,3.222m
23.751333,4.496m
23.751667,1.949m
23.752,1.949m
23.752333,-598.5u
23.752667,-1.872m
23.753,675.1u
23.753333,-598.5u
23.753667,3.222m
23.754,-1.872m
23.754333,-6.966m
23.754667,-5.693m
23.755,-1.872m
23.755333,-1.872m
23.755667,1.949m
23.756,3.222m
23.756333,-1.872m
23.756667,-3.146m
23.757,-3.146m
23.757333,-4.419m
23.757667,3.222m
23.758,1.949m
23.758333,-3.146m
23.758667,-1.872m
23.759,-5.693m
23.759333,-3.146m
23.759667,-1.872m
23.76,1.949m
23.760333,-1.872m
23.760667,-1.872m
23.761,-4.419m
23.761333,-598.5u
23.761667,1.949m
23.762,3.222m
23.762333,3.222m
23.762667,1.949m
23.763,-598.5u
23.763333,3.222m
23.763667,3.222m
23.764,5.769m
23.764333,8.316m
23.764667,3.222m
23.765,3.222m
23.765333,675.1u
23.765667,3.222m
23.766,5.769m
23.766333,5.769m
23.766667,1.949m
23.767,3.222m
23.767333,-598.5u
23.767667,-1.872m
23.768,675.1u
23.768333,1.949m
23.768667,675.1u
23.769,675.1u
23.769333,-3.146m
23.769667,-3.146m
23.77,-598.5u
23.770333,-1.872m
23.770667,675.1u
23.771,1.949m
23.771333,-598.5u
23.771667,-3.146m
23.772,-5.693m
23.772333,-3.146m
23.772667,-1.872m
23.773,3.222m
23.773333,-1.872m
23.773667,-1.872m
23.774,-5.693m
23.774333,-5.693m
23.774667,-3.146m
23.775,-1.872m
23.775333,675.1u
23.775667,675.1u
23.776,-3.146m
23.776333,-6.966m
23.776667,-3.146m
23.777,-1.872m
23.777333,-598.5u
23.777667,-1.872m
23.778,675.1u
23.778333,-3.146m
23.778667,-1.872m
23.779,-598.5u
23.779333,3.222m
23.779667,3.222m
23.78,8.316m
23.780333,4.496m
23.780667,1.949m
23.781,675.1u
23.781333,3.222m
23.781667,4.496m
23.782,5.769m
23.782333,1.949m
23.782667,1.949m
23.783,1.949m
23.783333,1.949m
23.783667,1.949m
23.784,3.222m
23.784333,3.222m
23.784667,675.1u
23.785,-598.5u
23.785333,-3.146m
23.785667,-3.146m
23.786,1.949m
23.786333,3.222m
23.786667,675.1u
23.787,675.1u
23.787333,-3.146m
23.787667,-3.146m
23.788,-598.5u
23.788333,-1.872m
23.788667,675.1u
23.789,-3.146m
23.789333,-1.872m
23.789667,-5.693m
23.79,-3.146m
23.790333,675.1u
23.790667,675.1u
23.791,-1.872m
23.791333,-1.872m
23.791667,-4.419m
23.792,-1.872m
23.792333,1.949m
23.792667,1.949m
23.793,675.1u
23.793333,675.1u
23.793667,-3.146m
23.794,-598.5u
23.794333,3.222m
23.794667,5.769m
23.795,7.043m
23.795333,4.496m
23.795667,3.222m
23.796,675.1u
23.796333,3.222m
23.796667,1.949m
23.797,4.496m
23.797333,1.949m
23.797667,1.949m
23.798,1.949m
23.798333,3.222m
23.798667,-1.872m
23.799,3.222m
23.799333,3.222m
23.799667,675.1u
23.8,675.1u
23.800333,-3.146m
23.800667,-598.5u
23.801,-1.872m
23.801333,3.222m
23.801667,-598.5u
23.802,-598.5u
23.802333,-3.146m
23.802667,-3.146m
23.803,-598.5u
23.803333,675.1u
23.803667,3.222m
23.804,1.949m
23.804333,-1.872m
23.804667,-5.693m
23.805,-5.693m
23.805333,-1.872m
23.805667,675.1u
23.806,-1.872m
23.806333,-1.872m
23.806667,-3.146m
23.807,-4.419m
23.807333,-1.872m
23.807667,-598.5u
23.808,1.949m
23.808333,3.222m
23.808667,-1.872m
23.809,-1.872m
23.809333,-3.146m
23.809667,675.1u
23.81,4.496m
23.810333,5.769m
23.810667,3.222m
23.811,3.222m
23.811333,-598.5u
23.811667,675.1u
23.812,3.222m
23.812333,3.222m
23.812667,7.043m
23.813,3.222m
23.813333,-1.872m
23.813667,-1.872m
23.814,-3.146m
23.814333,675.1u
23.814667,675.1u
23.815,3.222m
23.815333,675.1u
23.815667,-3.146m
23.816,-4.419m
23.816333,-598.5u
23.816667,-598.5u
23.817,3.222m
23.817333,3.222m
23.817667,-598.5u
23.818,-1.872m
23.818333,-4.419m
23.818667,-1.872m
23.819,-1.872m
23.819333,1.949m
23.819667,1.949m
23.82,1.949m
23.820333,-3.146m
23.820667,-3.146m
23.821,-1.872m
23.821333,-3.146m
23.821667,1.949m
23.822,675.1u
23.822333,-1.872m
23.822667,-1.872m
23.823,-1.872m
23.823333,-598.5u
23.823667,1.949m
23.824,3.222m
23.824333,675.1u
23.824667,1.949m
23.825,-598.5u
23.825333,3.222m
23.825667,3.222m
23.826,7.043m
23.826333,8.316m
23.826667,3.222m
23.827,3.222m
23.827333,-1.872m
23.827667,3.222m
23.828,5.769m
23.828333,7.043m
23.828667,3.222m
23.829,1.949m
23.829333,-1.872m
23.829667,-1.872m
23.83,675.1u
23.830333,3.222m
23.830667,1.949m
23.831,675.1u
23.831333,-3.146m
23.831667,-3.146m
23.832,-598.5u
23.832333,1.949m
23.832667,1.949m
23.833,-1.872m
23.833333,-1.872m
23.833667,-4.419m
23.834,-1.872m
23.834333,1.949m
23.834667,1.949m
23.835,-1.872m
23.835333,-3.146m
23.835667,-6.966m
23.836,-5.693m
23.836333,-3.146m
23.836667,675.1u
23.837,-3.146m
23.837333,-1.872m
23.837667,-5.693m
23.838,-3.146m
23.838333,-1.872m
23.838667,-1.872m
23.839,1.949m
23.839333,1.949m
23.839667,-598.5u
23.84,-3.146m
23.840333,-1.872m
23.840667,1.949m
23.841,1.949m
23.841333,5.769m
23.841667,3.222m
23.842,3.222m
23.842333,1.949m
23.842667,1.949m
23.843,3.222m
23.843333,7.043m
23.843667,3.222m
23.844,3.222m
23.844333,-598.5u
23.844667,675.1u
23.845,3.222m
23.845333,1.949m
23.845667,4.496m
23.846,3.222m
23.846333,675.1u
23.846667,-1.872m
23.847,-598.5u
23.847333,-598.5u
23.847667,1.949m
23.848,1.949m
23.848333,-598.5u
23.848667,-3.146m
23.849,-598.5u
23.849333,-598.5u
23.849667,1.949m
23.85,1.949m
23.850333,-1.872m
23.850667,-3.146m
23.851,-4.419m
23.851333,-3.146m
23.851667,-1.872m
23.852,1.949m
23.852333,-598.5u
23.852667,-5.693m
23.853,-5.693m
23.853333,-598.5u
23.853667,-1.872m
23.854,675.1u
23.854333,1.949m
23.854667,-598.5u
23.855,675.1u
23.855333,-3.146m
23.855667,-598.5u
23.856,3.222m
23.856333,4.496m
23.856667,4.496m
23.857,675.1u
23.857333,675.1u
23.857667,3.222m
23.858,3.222m
23.858333,5.769m
23.858667,5.769m
23.859,7.043m
23.859333,-598.5u
23.859667,-1.872m
23.86,675.1u
23.860333,4.496m
23.860667,4.496m
23.861,1.949m
23.861333,675.1u
23.861667,-598.5u
23.862,-3.146m
23.862333,675.1u
23.862667,-598.5u
23.863,-1.872m
23.863333,-598.5u
23.863667,-3.146m
23.864,-3.146m
23.864333,675.1u
23.864667,-598.5u
23.865,-1.872m
23.865333,-1.872m
23.865667,-4.419m
23.866,-4.419m
23.866333,-1.872m
23.866667,675.1u
23.867,1.949m
23.867333,-3.146m
23.867667,-1.872m
23.868,-4.419m
23.868333,-4.419m
23.868667,-598.5u
23.869,-1.872m
23.869333,1.949m
23.869667,1.949m
23.87,-1.872m
23.870333,-1.872m
23.870667,-3.146m
23.871,-3.146m
23.871333,-598.5u
23.871667,675.1u
23.872,3.222m
23.872333,5.769m
23.872667,3.222m
23.873,3.222m
23.873333,675.1u
23.873667,675.1u
23.874,5.769m
23.874333,5.769m
23.874667,1.949m
23.875,3.222m
23.875333,-598.5u
23.875667,3.222m
23.876,1.949m
23.876333,3.222m
23.876667,3.222m
23.877,1.949m
23.877333,675.1u
23.877667,-3.146m
23.878,-3.146m
23.878333,3.222m
23.878667,3.222m
23.879,-1.872m
23.879333,-1.872m
23.879667,-4.419m
23.88,-3.146m
23.880333,-1.872m
23.880667,-598.5u
23.881,-1.872m
23.881333,-1.872m
23.881667,-3.146m
23.882,-4.419m
23.882333,-1.872m
23.882667,-1.872m
23.883,675.1u
23.883333,675.1u
23.883667,-4.419m
23.884,-4.419m
23.884333,-598.5u
23.884667,-598.5u
23.885,675.1u
23.885333,1.949m
23.885667,675.1u
23.886,-598.5u
23.886333,1.949m
23.886667,1.949m
23.887,3.222m
23.887333,4.496m
23.887667,3.222m
23.888,3.222m
23.888333,3.222m
23.888667,3.222m
23.889,3.222m
23.889333,3.222m
23.889667,1.949m
23.89,-598.5u
23.890333,675.1u
23.890667,1.949m
23.891,4.496m
23.891333,3.222m
23.891667,1.949m
23.892,675.1u
23.892333,675.1u
23.892667,675.1u
23.893,3.222m
23.893333,-598.5u
23.893667,675.1u
23.894,-3.146m
23.894333,-4.419m
23.894667,-598.5u
23.895,3.222m
23.895333,1.949m
23.895667,-1.872m
23.896,-1.872m
23.896333,-5.693m
23.896667,-5.693m
23.897,-598.5u
23.897333,-598.5u
23.897667,-3.146m
23.898,-6.966m
23.898333,-5.693m
23.898667,-3.146m
23.899,-1.872m
23.899333,675.1u
23.899667,-1.872m
23.9,-598.5u
23.900333,-4.419m
23.900667,-4.419m
23.901,675.1u
23.901333,3.222m
23.901667,3.222m
23.902,675.1u
23.902333,-1.872m
23.902667,-598.5u
23.903,1.949m
23.903333,3.222m
23.903667,5.769m
23.904,5.769m
23.904333,3.222m
23.904667,1.949m
23.905,675.1u
23.905333,3.222m
23.905667,7.043m
23.906,7.043m
23.906333,3.222m
23.906667,675.1u
23.907,-1.872m
23.907333,3.222m
23.907667,1.949m
23.908,3.222m
23.908333,1.949m
23.908667,1.949m
23.909,-3.146m
23.909333,-1.872m
23.909667,1.949m
23.91,675.1u
23.910333,-1.872m
23.910667,-598.5u
23.911,-3.146m
23.911333,-1.872m
23.911667,-598.5u
23.912,1.949m
23.912333,1.949m
23.912667,1.949m
23.913,-3.146m
23.913333,-3.146m
23.913667,-1.872m
23.914,-1.872m
23.914333,675.1u
23.914667,675.1u
23.915,675.1u
23.915333,-1.872m
23.915667,-5.693m
23.916,-3.146m
23.916333,-3.146m
23.916667,-1.872m
23.917,3.222m
23.917333,1.949m
23.917667,675.1u
23.918,675.1u
23.918333,1.949m
23.918667,1.949m
23.919,4.496m
23.919333,7.043m
23.919667,3.222m
23.92,3.222m
23.920333,675.1u
23.920667,675.1u
23.921,4.496m
23.921333,3.222m
23.921667,3.222m
23.922,3.222m
23.922333,-598.5u
23.922667,-1.872m
23.923,1.949m
23.923333,1.949m
23.923667,3.222m
23.924,3.222m
23.924333,675.1u
23.924667,-598.5u
23.925,-1.872m
23.925333,-1.872m
23.925667,3.222m
23.926,3.222m
23.926333,-598.5u
23.926667,-598.5u
23.927,-5.693m
23.927333,-1.872m
23.927667,675.1u
23.928,675.1u
23.928333,-1.872m
23.928667,-1.872m
23.929,-4.419m
23.929333,-5.693m
23.929667,-1.872m
23.93,-1.872m
23.930333,675.1u
23.930667,675.1u
23.931,-1.872m
23.931333,-3.146m
23.931667,-3.146m
23.932,-1.872m
23.932333,1.949m
23.932667,3.222m
23.933,675.1u
23.933333,-4.419m
23.933667,675.1u
23.934,1.949m
23.934333,4.496m
23.934667,4.496m
23.935,3.222m
23.935333,675.1u
23.935667,675.1u
23.936,3.222m
23.936333,4.496m
23.936667,3.222m
23.937,3.222m
23.937333,-598.5u
23.937667,675.1u
23.938,1.949m
23.938333,4.496m
23.938667,3.222m
23.939,1.949m
23.939333,1.949m
23.939667,-3.146m
23.94,-1.872m
23.940333,675.1u
23.940667,-598.5u
23.941,-598.5u
23.941333,675.1u
23.941667,-4.419m
23.942,-3.146m
23.942333,-598.5u
23.942667,-1.872m
23.943,3.222m
23.943333,1.949m
23.943667,-598.5u
23.944,-1.872m
23.944333,-5.693m
23.944667,-4.419m
23.945,1.949m
23.945333,675.1u
23.945667,-1.872m
23.946,-598.5u
23.946333,-3.146m
23.946667,-4.419m
23.947,-1.872m
23.947333,-598.5u
23.947667,3.222m
23.948,675.1u
23.948333,-3.146m
23.948667,-3.146m
23.949,-598.5u
23.949333,675.1u
23.949667,4.496m
23.95,3.222m
23.950333,675.1u
23.950667,-598.5u
23.951,3.222m
23.951333,3.222m
23.951667,3.222m
23.952,1.949m
23.952333,3.222m
23.952667,675.1u
23.953,-598.5u
23.953333,675.1u
23.953667,3.222m
23.954,3.222m
23.954333,3.222m
23.954667,1.949m
23.955,675.1u
23.955333,-3.146m
23.955667,-4.419m
23.956,675.1u
23.956333,675.1u
23.956667,-1.872m
23.957,-1.872m
23.957333,-3.146m
23.957667,-3.146m
23.958,-1.872m
23.958333,-1.872m
23.958667,3.222m
23.959,3.222m
23.959333,675.1u
23.959667,-4.419m
23.96,-4.419m
23.960333,-3.146m
23.960667,675.1u
23.961,-598.5u
23.961333,-1.872m
23.961667,-3.146m
23.962,-1.872m
23.962333,-4.419m
23.962667,-4.419m
23.963,-598.5u
23.963333,-598.5u
23.963667,-598.5u
23.964,675.1u
23.964333,-1.872m
23.964667,-1.872m
23.965,3.222m
23.965333,1.949m
23.965667,7.043m
23.966,3.222m
23.966333,3.222m
23.966667,1.949m
23.967,1.949m
23.967333,3.222m
23.967667,3.222m
23.968,4.496m
23.968333,3.222m
23.968667,-598.5u
23.969,1.949m
23.969333,675.1u
23.969667,3.222m
23.97,3.222m
23.970333,3.222m
23.970667,-3.146m
23.971,675.1u
23.971333,-1.872m
23.971667,-598.5u
23.972,1.949m
23.972333,1.949m
23.972667,-598.5u
23.973,-3.146m
23.973333,-3.146m
23.973667,-4.419m
23.974,675.1u
23.974333,-1.872m
23.974667,-598.5u
23.975,-1.872m
23.975333,-4.419m
23.975667,-5.693m
23.976,-5.693m
23.976333,-3.146m
23.976667,675.1u
23.977,-3.146m
23.977333,-1.872m
23.977667,-4.419m
23.978,-5.693m
23.978333,-3.146m
23.978667,-1.872m
23.979,1.949m
23.979333,3.222m
23.979667,-3.146m
23.98,675.1u
23.980333,3.222m
23.980667,3.222m
23.981,8.316m
23.981333,7.043m
23.981667,-598.5u
23.982,675.1u
23.982333,3.222m
23.982667,3.222m
23.983,4.496m
23.983333,3.222m
23.983667,675.1u
23.984,675.1u
23.984333,3.222m
23.984667,1.949m
23.985,4.496m
23.985333,4.496m
23.985667,1.949m
23.986,-1.872m
23.986333,-598.5u
23.986667,1.949m
23.987,3.222m
23.987333,1.949m
23.987667,-1.872m
23.988,-598.5u
23.988333,-3.146m
23.988667,-3.146m
23.989,-598.5u
23.989333,-1.872m
23.989667,1.949m
23.99,675.1u
23.990333,-3.146m
23.990667,-3.146m
23.991,-3.146m
23.991333,-5.693m
23.991667,-598.5u
23.992,-598.5u
23.992333,-3.146m
23.992667,-1.872m
23.993,-3.146m
23.993333,-4.419m
23.993667,-1.872m
23.994,1.949m
23.994333,1.949m
23.994667,675.1u
23.995,-4.419m
23.995333,-4.419m
23.995667,675.1u
23.996,3.222m
23.996333,3.222m
23.996667,1.949m
23.997,675.1u
23.997333,3.222m
23.997667,3.222m
23.998,5.769m
23.998333,4.496m
23.998667,3.222m
23.999,3.222m
23.999333,-598.5u
23.999667,675.1u
24,5.769m
24.000333,3.222m
24.000667,675.1u
24.001,1.949m
24.001333,-3.146m
24.001667,-1.872m
24.002,4.496m
24.002333,3.222m
24.002667,3.222m
24.003,-1.872m
24.003333,-3.146m
24.003667,675.1u
24.004,-1.872m
24.004333,3.222m
24.004667,675.1u
24.005,-1.872m
24.005333,-1.872m
24.005667,-4.419m
24.006,-4.419m
24.006333,-1.872m
24.006667,-1.872m
24.007,-598.5u
24.007333,-1.872m
24.007667,-4.419m
24.008,-4.419m
24.008333,-598.5u
24.008667,-598.5u
24.009,3.222m
24.009333,1.949m
24.009667,-4.419m
24.01,-4.419m
24.010333,-1.872m
24.010667,-598.5u
24.011,3.222m
24.011333,3.222m
24.011667,675.1u
24.012,1.949m
24.012333,-3.146m
24.012667,-1.872m
24.013,3.222m
24.013333,4.496m
24.013667,1.949m
24.014,5.769m
24.014333,1.949m
24.014667,675.1u
24.015,3.222m
24.015333,3.222m
24.015667,4.496m
24.016,1.949m
24.016333,675.1u
24.016667,-3.146m
24.017,-3.146m
24.017333,-598.5u
24.017667,3.222m
24.018,-1.872m
24.018333,-1.872m
24.018667,-1.872m
24.019,-5.693m
24.019333,-4.419m
24.019667,-3.146m
24.02,-598.5u
24.020333,3.222m
24.020667,675.1u
24.021,-1.872m
24.021333,-3.146m
24.021667,-4.419m
24.022,-598.5u
24.022333,-1.872m
24.022667,675.1u
24.023,675.1u
24.023333,-1.872m
24.023667,-1.872m
24.024,-4.419m
24.024333,-3.146m
24.024667,-1.872m
24.025,675.1u
24.025333,1.949m
24.025667,3.222m
24.026,675.1u
24.026333,-3.146m
24.026667,1.949m
24.027,-1.872m
24.027333,5.769m
24.027667,5.769m
24.028,3.222m
24.028333,7.043m
24.028667,675.1u
24.029,-598.5u
24.029333,-1.872m
24.029667,5.769m
24.03,3.222m
24.030333,3.222m
24.030667,1.949m
24.031,-1.872m
24.031333,-3.146m
24.031667,675.1u
24.032,675.1u
24.032333,3.222m
24.032667,3.222m
24.033,675.1u
24.033333,-3.146m
24.033667,-4.419m
24.034,-1.872m
24.034333,-598.5u
24.034667,1.949m
24.035,1.949m
24.035333,-5.693m
24.035667,-5.693m
24.036,-1.872m
24.036333,1.949m
24.036667,1.949m
24.037,-598.5u
24.037333,-1.872m
24.037667,-4.419m
24.038,-5.693m
24.038333,-1.872m
24.038667,-3.146m
24.039,675.1u
24.039333,-1.872m
24.039667,-4.419m
24.04,-4.419m
24.040333,-1.872m
24.040667,-1.872m
24.041,1.949m
24.041333,3.222m
24.041667,3.222m
24.042,675.1u
24.042333,-1.872m
24.042667,-598.5u
24.043,3.222m
24.043333,7.043m
24.043667,8.316m
24.044,3.222m
24.044333,3.222m
24.044667,1.949m
24.045,4.496m
24.045333,3.222m
24.045667,7.043m
24.046,5.769m
24.046333,3.222m
24.046667,-598.5u
24.047,-1.872m
24.047333,675.1u
24.047667,675.1u
24.048,1.949m
24.048333,3.222m
24.048667,675.1u
24.049,-3.146m
24.049333,-598.5u
24.049667,-598.5u
24.05,3.222m
24.050333,3.222m
24.050667,675.1u
24.051,-3.146m
24.051333,-598.5u
24.051667,-598.5u
24.052,675.1u
24.052333,675.1u
24.052667,-3.146m
24.053,-1.872m
24.053333,-5.693m
24.053667,-5.693m
24.054,-3.146m
24.054333,675.1u
24.054667,-3.146m
24.055,-1.872m
24.055333,-5.693m
24.055667,-5.693m
24.056,-3.146m
24.056333,-1.872m
24.056667,1.949m
24.057,-598.5u
24.057333,675.1u
24.057667,-598.5u
24.058,-1.872m
24.058333,3.222m
24.058667,3.222m
24.059,3.222m
24.059333,3.222m
24.059667,675.1u
24.06,1.949m
24.060333,4.496m
24.060667,3.222m
24.061,3.222m
24.061333,3.222m
24.061667,-598.5u
24.062,-598.5u
24.062333,1.949m
24.062667,4.496m
24.063,4.496m
24.063333,675.1u
24.063667,-1.872m
24.064,-1.872m
24.064333,1.949m
24.064667,675.1u
24.065,3.222m
24.065333,1.949m
24.065667,-3.146m
24.066,-3.146m
24.066333,-598.5u
24.066667,-1.872m
24.067,1.949m
24.067333,3.222m
24.067667,675.1u
24.068,-598.5u
24.068333,-4.419m
24.068667,-4.419m
24.069,-3.146m
24.069333,-1.872m
24.069667,-3.146m
24.07,-3.146m
24.070333,-5.693m
24.070667,-3.146m
24.071,-1.872m
24.071333,1.949m
24.071667,-598.5u
24.072,-1.872m
24.072333,-3.146m
24.072667,675.1u
24.073,1.949m
24.073333,3.222m
24.073667,5.769m
24.074,1.949m
24.074333,-1.872m
24.074667,675.1u
24.075,3.222m
24.075333,3.222m
24.075667,5.769m
24.076,5.769m
24.076333,1.949m
24.076667,-598.5u
24.077,675.1u
24.077333,1.949m
24.077667,4.496m
24.078,3.222m
24.078333,1.949m
24.078667,1.949m
24.079,-1.872m
24.079333,-3.146m
24.079667,3.222m
24.08,3.222m
24.080333,3.222m
24.080667,675.1u
24.081,-3.146m
24.081333,-3.146m
24.081667,675.1u
24.082,-598.5u
24.082333,675.1u
24.082667,3.222m
24.083,-1.872m
24.083333,-3.146m
24.083667,-3.146m
24.084,-1.872m
24.084333,-598.5u
24.084667,1.949m
24.085,-1.872m
24.085333,-1.872m
24.085667,-4.419m
24.086,-3.146m
24.086333,3.222m
24.086667,1.949m
24.087,3.222m
24.087333,-598.5u
24.087667,-3.146m
24.088,-598.5u
24.088333,-598.5u
24.088667,3.222m
24.089,4.496m
24.089333,675.1u
24.089667,-3.146m
24.09,-1.872m
24.090333,3.222m
24.090667,3.222m
24.091,5.769m
24.091333,5.769m
24.091667,3.222m
24.092,3.222m
24.092333,3.222m
24.092667,3.222m
24.093,5.769m
24.093333,4.496m
24.093667,1.949m
24.094,675.1u
24.094333,-1.872m
24.094667,675.1u
24.095,3.222m
24.095333,3.222m
24.095667,-598.5u
24.096,-5.693m
24.096333,-5.693m
24.096667,-1.872m
24.097,1.949m
24.097333,675.1u
24.097667,-1.872m
24.098,-1.872m
24.098333,-4.419m
24.098667,-4.419m
24.099,-1.872m
24.099333,675.1u
24.099667,675.1u
24.1,-1.872m
24.100333,-1.872m
24.100667,-4.419m
24.101,-1.872m
24.101333,1.949m
24.101667,3.222m
24.102,-598.5u
24.102333,675.1u
24.102667,-3.146m
24.103,-3.146m
24.103333,675.1u
24.103667,-598.5u
24.104,1.949m
24.104333,675.1u
24.104667,-598.5u
24.105,-1.872m
24.105333,3.222m
24.105667,3.222m
24.106,7.043m
24.106333,7.043m
24.106667,3.222m
24.107,675.1u
24.107333,3.222m
